Point	X	Y	Z
2966	0.104 cm	0.295 cm	0.123 cm
2967	0.105 cm	0.297 cm	0.124 cm
2968	0.104 cm	0.293 cm	0.122 cm
2969	0.106 cm	0.293 cm	0.121 cm
2970	0.106 cm	0.295 cm	0.122 cm
2971	0.105 cm	0.291 cm	0.12 cm
2972	0.107 cm	0.292 cm	0.118 cm
2973	0.108 cm	0.294 cm	0.119 cm
2974	0.106 cm	0.29 cm	0.117 cm
2975	0.108 cm	0.29 cm	0.116 cm
2976	0.109 cm	0.292 cm	0.117 cm
2977	0.107 cm	0.289 cm	0.115 cm
2978	0.109 cm	0.289 cm	0.113 cm
2979	0.11 cm	0.291 cm	0.114 cm
2980	0.108 cm	0.288 cm	0.112 cm
2981	0.109 cm	0.288 cm	0.11 cm
2982	0.11 cm	0.29 cm	0.112 cm
2983	0.108 cm	0.287 cm	0.109 cm
2984	0.11 cm	0.287 cm	0.108 cm
2985	0.111 cm	0.289 cm	0.109 cm
2986	0.108 cm	0.287 cm	0.106 cm
2987	0.11 cm	0.287 cm	0.105 cm
2988	0.111 cm	0.288 cm	0.106 cm
2989	0.108 cm	0.287 cm	0.103 cm
2990	0.11 cm	0.287 cm	0.102 cm
2991	0.112 cm	0.288 cm	0.103 cm
2992	0.108 cm	0.287 cm	0.1 cm
2993	0.11 cm	0.288 cm	0.099 cm
2994	0.111 cm	0.288 cm	0.1 cm
2995	0.108 cm	0.288 cm	0.097 cm
2996	0.11 cm	0.289 cm	0.096 cm
2997	0.111 cm	0.288 cm	0.097 cm
2998	0.107 cm	0.289 cm	0.096 cm
2999	0.109 cm	0.289 cm	0.095 cm
3000	0.11 cm	0.29 cm	0.093 cm
3001	0.111 cm	0.289 cm	0.094 cm
3002	0.125 cm	0.321 cm	0.091 cm
3003	0.125 cm	0.319 cm	0.09 cm
3004	0.124 cm	0.32 cm	0.089 cm
3005	0.124 cm	0.322 cm	0.09 cm
3006	0.123 cm	0.324 cm	0.091 cm
3007	0.125 cm	0.323 cm	0.092 cm
3008	0.126 cm	0.322 cm	0.094 cm
3009	0.126 cm	0.32 cm	0.093 cm
3010	0.125 cm	0.324 cm	0.095 cm
3011	0.126 cm	0.323 cm	0.097 cm
3012	0.126 cm	0.321 cm	0.095 cm
3013	0.126 cm	0.325 cm	0.098 cm
3014	0.126 cm	0.323 cm	0.099 cm
3015	0.126 cm	0.321 cm	0.098 cm
3016	0.125 cm	0.325 cm	0.101 cm
3017	0.125 cm	0.324 cm	0.102 cm
3018	0.126 cm	0.322 cm	0.101 cm
3019	0.125 cm	0.326 cm	0.103 cm
3020	0.125 cm	0.325 cm	0.105 cm
3021	0.125 cm	0.323 cm	0.104 cm
3022	0.124 cm	0.327 cm	0.106 cm
3023	0.124 cm	0.325 cm	0.108 cm
3024	0.125 cm	0.323 cm	0.106 cm
3025	0.124 cm	0.327 cm	0.109 cm
3026	0.123 cm	0.326 cm	0.11 cm
3027	0.124 cm	0.324 cm	0.109 cm
3028	0.123 cm	0.328 cm	0.111 cm
3029	0.122 cm	0.327 cm	0.113 cm
3030	0.123 cm	0.325 cm	0.112 cm
3031	0.122 cm	0.329 cm	0.114 cm
3032	0.121 cm	0.327 cm	0.115 cm
3033	0.122 cm	0.325 cm	0.114 cm
3034	0.121 cm	0.329 cm	0.116 cm
3035	0.12 cm	0.328 cm	0.118 cm
3036	0.121 cm	0.326 cm	0.117 cm
3037	0.12 cm	0.329 cm	0.119 cm
3038	0.119 cm	0.328 cm	0.12 cm
3039	0.12 cm	0.326 cm	0.119 cm
3040	0.119 cm	0.33 cm	0.122 cm
3041	0.118 cm	0.328 cm	0.123 cm
3042	0.119 cm	0.327 cm	0.122 cm
3043	0.118 cm	0.33 cm	0.124 cm
3044	0.117 cm	0.329 cm	0.125 cm
3045	0.118 cm	0.327 cm	0.124 cm
3046	0.116 cm	0.331 cm	0.127 cm
3047	0.116 cm	0.329 cm	0.128 cm
3048	0.116 cm	0.328 cm	0.127 cm
3049	0.115 cm	0.331 cm	0.129 cm
3050	0.114 cm	0.33 cm	0.13 cm
3051	0.115 cm	0.328 cm	0.129 cm
3052	0.113 cm	0.331 cm	0.131 cm
3053	0.112 cm	0.33 cm	0.132 cm
3054	0.113 cm	0.328 cm	0.131 cm
3055	0.111 cm	0.331 cm	0.133 cm
3056	0.11 cm	0.329 cm	0.134 cm
3057	0.111 cm	0.328 cm	0.132 cm
3058	0.109 cm	0.33 cm	0.135 cm
3059	0.107 cm	0.329 cm	0.135 cm
3060	0.108 cm	0.328 cm	0.134 cm
3061	0.106 cm	0.33 cm	0.136 cm
3062	0.105 cm	0.328 cm	0.137 cm
3063	0.106 cm	0.327 cm	0.136 cm
3064	0.104 cm	0.329 cm	0.138 cm
3065	0.102 cm	0.327 cm	0.138 cm
3066	0.103 cm	0.326 cm	0.137 cm
3067	0.101 cm	0.328 cm	0.139 cm
3068	0.1 cm	0.325 cm	0.139 cm
3069	0.101 cm	0.324 cm	0.138 cm
3070	0.098 cm	0.323 cm	0.14 cm
3071	0.1 cm	0.322 cm	0.139 cm
3072	0.097 cm	0.321 cm	0.14 cm
3073	0.099 cm	0.32 cm	0.139 cm
3074	0.096 cm	0.319 cm	0.141 cm
3075	0.098 cm	0.317 cm	0.14 cm
3076	0.095 cm	0.32 cm	0.142 cm
3077	0.094 cm	0.318 cm	0.142 cm
3078	0.095 cm	0.316 cm	0.141 cm
3079	0.092 cm	0.319 cm	0.143 cm
3080	0.091 cm	0.317 cm	0.144 cm
3081	0.092 cm	0.316 cm	0.143 cm
3082	0.09 cm	0.315 cm	0.144 cm
3083	0.091 cm	0.314 cm	0.143 cm
3084	0.088 cm	0.317 cm	0.145 cm
3085	0.087 cm	0.316 cm	0.145 cm
3086	0.088 cm	0.314 cm	0.144 cm
3087	0.087 cm	0.312 cm	0.144 cm
3088	0.089 cm	0.31 cm	0.142 cm
3089	0.09 cm	0.312 cm	0.143 cm
3090	0.088 cm	0.308 cm	0.142 cm
3091	0.089 cm	0.306 cm	0.141 cm
3092	0.09 cm	0.308 cm	0.141 cm
3093	0.088 cm	0.305 cm	0.141 cm
3094	0.09 cm	0.303 cm	0.139 cm
3095	0.091 cm	0.305 cm	0.139 cm
3096	0.091 cm	0.302 cm	0.137 cm
3097	0.092 cm	0.304 cm	0.138 cm
3098	0.093 cm	0.301 cm	0.136 cm
3099	0.094 cm	0.303 cm	0.136 cm
3100	0.095 cm	0.3 cm	0.134 cm
3101	0.096 cm	0.302 cm	0.135 cm
3102	0.097 cm	0.3 cm	0.133 cm
3103	0.097 cm	0.302 cm	0.133 cm
3104	0.098 cm	0.299 cm	0.131 cm
3105	0.099 cm	0.301 cm	0.132 cm
3106	0.1 cm	0.299 cm	0.129 cm
3107	0.101 cm	0.301 cm	0.13 cm
3108	0.102 cm	0.299 cm	0.128 cm
3109	0.103 cm	0.301 cm	0.129 cm
3110	0.104 cm	0.299 cm	0.126 cm
3111	0.104 cm	0.301 cm	0.127 cm
3112	0.105 cm	0.299 cm	0.125 cm
3113	0.106 cm	0.301 cm	0.126 cm
3114	0.107 cm	0.299 cm	0.123 cm
3115	0.108 cm	0.301 cm	0.124 cm
3116	0.107 cm	0.297 cm	0.123 cm
3117	0.109 cm	0.297 cm	0.121 cm
3118	0.109 cm	0.299 cm	0.122 cm
3119	0.108 cm	0.295 cm	0.12 cm
3120	0.11 cm	0.296 cm	0.119 cm
3121	0.11 cm	0.298 cm	0.12 cm
3122	0.109 cm	0.294 cm	0.118 cm
3123	0.111 cm	0.295 cm	0.116 cm
3124	0.111 cm	0.296 cm	0.117 cm
3125	0.11 cm	0.293 cm	0.115 cm
3126	0.112 cm	0.293 cm	0.114 cm
3127	0.113 cm	0.295 cm	0.115 cm
3128	0.111 cm	0.291 cm	0.113 cm
3129	0.113 cm	0.292 cm	0.111 cm
3130	0.113 cm	0.294 cm	0.112 cm
3131	0.112 cm	0.29 cm	0.11 cm
3132	0.114 cm	0.291 cm	0.108 cm
3133	0.114 cm	0.293 cm	0.109 cm
3134	0.113 cm	0.289 cm	0.107 cm
3135	0.114 cm	0.29 cm	0.106 cm
3136	0.115 cm	0.292 cm	0.107 cm
3137	0.113 cm	0.289 cm	0.104 cm
3138	0.114 cm	0.289 cm	0.103 cm
3139	0.116 cm	0.291 cm	0.104 cm
3140	0.113 cm	0.288 cm	0.101 cm
3141	0.114 cm	0.289 cm	0.1 cm
3142	0.116 cm	0.29 cm	0.101 cm
3143	0.113 cm	0.288 cm	0.098 cm
3144	0.114 cm	0.289 cm	0.097 cm
3145	0.116 cm	0.29 cm	0.098 cm
3146	0.113 cm	0.289 cm	0.095 cm
3147	0.115 cm	0.29 cm	0.094 cm
3148	0.116 cm	0.29 cm	0.095 cm
3149	0.113 cm	0.29 cm	0.093 cm
3150	0.115 cm	0.292 cm	0.091 cm
3151	0.116 cm	0.291 cm	0.092 cm
3152	0.112 cm	0.291 cm	0.092 cm
3153	0.113 cm	0.292 cm	0.09 cm
3154	0.115 cm	0.294 cm	0.089 cm
3155	0.116 cm	0.293 cm	0.09 cm
3156	0.125 cm	0.315 cm	0.088 cm
3157	0.125 cm	0.312 cm	0.086 cm
3158	0.124 cm	0.313 cm	0.085 cm
3159	0.124 cm	0.315 cm	0.086 cm
3160	0.124 cm	0.318 cm	0.088 cm
3161	0.125 cm	0.317 cm	0.089 cm
3162	0.126 cm	0.316 cm	0.09 cm
3163	0.126 cm	0.314 cm	0.089 cm
3164	0.126 cm	0.318 cm	0.091 cm
3165	0.126 cm	0.317 cm	0.093 cm
3166	0.126 cm	0.315 cm	0.092 cm
3167	0.126 cm	0.319 cm	0.094 cm
3168	0.126 cm	0.317 cm	0.096 cm
3169	0.126 cm	0.315 cm	0.094 cm
3170	0.126 cm	0.319 cm	0.097 cm
3171	0.126 cm	0.318 cm	0.099 cm
3172	0.126 cm	0.316 cm	0.097 cm
3173	0.126 cm	0.32 cm	0.1 cm
3174	0.126 cm	0.319 cm	0.101 cm
3175	0.126 cm	0.317 cm	0.1 cm
3176	0.126 cm	0.321 cm	0.103 cm
3177	0.125 cm	0.319 cm	0.104 cm
3178	0.126 cm	0.317 cm	0.103 cm
3179	0.125 cm	0.321 cm	0.105 cm
3180	0.125 cm	0.32 cm	0.107 cm
3181	0.125 cm	0.318 cm	0.106 cm
3182	0.124 cm	0.322 cm	0.108 cm
3183	0.124 cm	0.32 cm	0.109 cm
3184	0.124 cm	0.318 cm	0.108 cm
3185	0.123 cm	0.323 cm	0.111 cm
3186	0.123 cm	0.321 cm	0.112 cm
3187	0.123 cm	0.319 cm	0.111 cm
3188	0.122 cm	0.323 cm	0.113 cm
3189	0.122 cm	0.322 cm	0.114 cm
3190	0.122 cm	0.32 cm	0.113 cm
3191	0.121 cm	0.324 cm	0.116 cm
3192	0.121 cm	0.322 cm	0.117 cm
3193	0.121 cm	0.32 cm	0.116 cm
3194	0.12 cm	0.324 cm	0.118 cm
3195	0.12 cm	0.323 cm	0.119 cm
3196	0.12 cm	0.321 cm	0.118 cm
3197	0.119 cm	0.325 cm	0.121 cm
3198	0.119 cm	0.323 cm	0.122 cm
3199	0.119 cm	0.321 cm	0.121 cm
3200	0.118 cm	0.325 cm	0.123 cm
3201	0.118 cm	0.324 cm	0.124 cm
3202	0.118 cm	0.322 cm	0.123 cm
3203	0.117 cm	0.326 cm	0.125 cm
3204	0.116 cm	0.325 cm	0.126 cm
3205	0.117 cm	0.323 cm	0.125 cm
3206	0.115 cm	0.327 cm	0.128 cm
3207	0.114 cm	0.325 cm	0.128 cm
3208	0.115 cm	0.324 cm	0.127 cm
3209	0.113 cm	0.327 cm	0.13 cm
3210	0.112 cm	0.326 cm	0.13 cm
3211	0.113 cm	0.324 cm	0.129 cm
3212	0.111 cm	0.327 cm	0.131 cm
3213	0.11 cm	0.325 cm	0.132 cm
3214	0.111 cm	0.324 cm	0.131 cm
3215	0.109 cm	0.327 cm	0.133 cm
3216	0.108 cm	0.325 cm	0.134 cm
3217	0.109 cm	0.324 cm	0.133 cm
3218	0.107 cm	0.326 cm	0.135 cm
3219	0.105 cm	0.324 cm	0.135 cm
3220	0.106 cm	0.323 cm	0.134 cm
3221	0.104 cm	0.325 cm	0.136 cm
3222	0.103 cm	0.323 cm	0.136 cm
3223	0.104 cm	0.322 cm	0.135 cm
3224	0.102 cm	0.323 cm	0.137 cm
3225	0.101 cm	0.321 cm	0.138 cm
3226	0.102 cm	0.32 cm	0.137 cm
3227	0.1 cm	0.319 cm	0.138 cm
3228	0.101 cm	0.318 cm	0.137 cm
3229	0.099 cm	0.316 cm	0.139 cm
3230	0.1 cm	0.316 cm	0.137 cm
3231	0.098 cm	0.314 cm	0.139 cm
3232	0.099 cm	0.313 cm	0.137 cm
3233	0.097 cm	0.315 cm	0.14 cm
3234	0.095 cm	0.313 cm	0.14 cm
3235	0.097 cm	0.312 cm	0.139 cm
3236	0.094 cm	0.314 cm	0.141 cm
3237	0.093 cm	0.312 cm	0.141 cm
3238	0.094 cm	0.311 cm	0.14 cm
3239	0.091 cm	0.31 cm	0.141 cm
3240	0.093 cm	0.309 cm	0.14 cm
3241	0.092 cm	0.307 cm	0.14 cm
3242	0.093 cm	0.306 cm	0.138 cm
3243	0.095 cm	0.308 cm	0.138 cm
3244	0.095 cm	0.305 cm	0.137 cm
3245	0.096 cm	0.307 cm	0.137 cm
3246	0.097 cm	0.304 cm	0.135 cm
3247	0.097 cm	0.306 cm	0.135 cm
3248	0.098 cm	0.304 cm	0.134 cm
3249	0.099 cm	0.306 cm	0.134 cm
3250	0.1 cm	0.303 cm	0.132 cm
3251	0.101 cm	0.305 cm	0.132 cm
3252	0.101 cm	0.303 cm	0.131 cm
3253	0.102 cm	0.305 cm	0.131 cm
3254	0.103 cm	0.303 cm	0.129 cm
3255	0.104 cm	0.305 cm	0.13 cm
3256	0.105 cm	0.302 cm	0.128 cm
3257	0.105 cm	0.304 cm	0.128 cm
3258	0.106 cm	0.302 cm	0.126 cm
3259	0.107 cm	0.304 cm	0.127 cm
3260	0.108 cm	0.303 cm	0.125 cm
3261	0.108 cm	0.305 cm	0.126 cm
3262	0.11 cm	0.303 cm	0.123 cm
3263	0.11 cm	0.305 cm	0.124 cm
3264	0.109 cm	0.301 cm	0.123 cm
3265	0.111 cm	0.302 cm	0.121 cm
3266	0.111 cm	0.303 cm	0.122 cm
3267	0.111 cm	0.3 cm	0.12 cm
3268	0.112 cm	0.3 cm	0.119 cm
3269	0.112 cm	0.302 cm	0.12 cm
3270	0.112 cm	0.298 cm	0.118 cm
3271	0.113 cm	0.299 cm	0.117 cm
3272	0.114 cm	0.301 cm	0.117 cm
3273	0.113 cm	0.297 cm	0.116 cm
3274	0.115 cm	0.298 cm	0.114 cm
3275	0.115 cm	0.3 cm	0.115 cm
3276	0.114 cm	0.296 cm	0.113 cm
3277	0.116 cm	0.297 cm	0.112 cm
3278	0.116 cm	0.299 cm	0.113 cm
3279	0.115 cm	0.295 cm	0.111 cm
3280	0.116 cm	0.295 cm	0.109 cm
3281	0.117 cm	0.297 cm	0.11 cm
3282	0.116 cm	0.293 cm	0.108 cm
3283	0.117 cm	0.294 cm	0.106 cm
3284	0.118 cm	0.296 cm	0.107 cm
3285	0.117 cm	0.292 cm	0.105 cm
3286	0.118 cm	0.293 cm	0.103 cm
3287	0.119 cm	0.295 cm	0.105 cm
3288	0.117 cm	0.292 cm	0.102 cm
3289	0.118 cm	0.293 cm	0.101 cm
3290	0.119 cm	0.294 cm	0.102 cm
3291	0.117 cm	0.291 cm	0.099 cm
3292	0.119 cm	0.292 cm	0.098 cm
3293	0.12 cm	0.294 cm	0.099 cm
3294	0.117 cm	0.291 cm	0.096 cm
3295	0.119 cm	0.292 cm	0.095 cm
3296	0.12 cm	0.293 cm	0.096 cm
3297	0.118 cm	0.291 cm	0.093 cm
3298	0.119 cm	0.293 cm	0.092 cm
3299	0.12 cm	0.294 cm	0.094 cm
3300	0.118 cm	0.293 cm	0.091 cm
3301	0.119 cm	0.294 cm	0.089 cm
3302	0.12 cm	0.294 cm	0.091 cm
3303	0.117 cm	0.294 cm	0.088 cm
3304	0.118 cm	0.296 cm	0.087 cm
3305	0.12 cm	0.296 cm	0.088 cm
3306	0.116 cm	0.295 cm	0.087 cm
3307	0.117 cm	0.296 cm	0.086 cm
3308	0.124 cm	0.308 cm	0.085 cm
3309	0.123 cm	0.306 cm	0.084 cm
3310	0.122 cm	0.306 cm	0.083 cm
3311	0.123 cm	0.309 cm	0.083 cm
3312	0.124 cm	0.311 cm	0.084 cm
3313	0.125 cm	0.31 cm	0.085 cm
3314	0.125 cm	0.31 cm	0.087 cm
3315	0.125 cm	0.307 cm	0.086 cm
3316	0.126 cm	0.312 cm	0.088 cm
3317	0.126 cm	0.311 cm	0.089 cm
3318	0.126 cm	0.309 cm	0.088 cm
3319	0.126 cm	0.313 cm	0.091 cm
3320	0.126 cm	0.311 cm	0.092 cm
3321	0.126 cm	0.309 cm	0.091 cm
3322	0.126 cm	0.313 cm	0.093 cm
3323	0.126 cm	0.312 cm	0.095 cm
3324	0.126 cm	0.31 cm	0.094 cm
3325	0.126 cm	0.314 cm	0.096 cm
3326	0.126 cm	0.312 cm	0.098 cm
3327	0.126 cm	0.31 cm	0.096 cm
3328	0.126 cm	0.314 cm	0.099 cm
3329	0.126 cm	0.313 cm	0.1 cm
3330	0.126 cm	0.311 cm	0.099 cm
3331	0.126 cm	0.315 cm	0.102 cm
3332	0.125 cm	0.313 cm	0.103 cm
3333	0.126 cm	0.311 cm	0.102 cm
3334	0.125 cm	0.316 cm	0.104 cm
3335	0.125 cm	0.314 cm	0.106 cm
3336	0.125 cm	0.312 cm	0.104 cm
3337	0.125 cm	0.316 cm	0.107 cm
3338	0.124 cm	0.315 cm	0.108 cm
3339	0.124 cm	0.313 cm	0.107 cm
3340	0.124 cm	0.317 cm	0.11 cm
3341	0.123 cm	0.315 cm	0.111 cm
3342	0.124 cm	0.313 cm	0.11 cm
3343	0.123 cm	0.318 cm	0.112 cm
3344	0.122 cm	0.316 cm	0.113 cm
3345	0.123 cm	0.314 cm	0.112 cm
3346	0.122 cm	0.318 cm	0.115 cm
3347	0.121 cm	0.317 cm	0.116 cm
3348	0.122 cm	0.315 cm	0.115 cm
3349	0.121 cm	0.319 cm	0.117 cm
3350	0.12 cm	0.317 cm	0.118 cm
3351	0.121 cm	0.315 cm	0.117 cm
3352	0.12 cm	0.319 cm	0.119 cm
3353	0.119 cm	0.318 cm	0.121 cm
3354	0.119 cm	0.316 cm	0.12 cm
3355	0.119 cm	0.32 cm	0.122 cm
3356	0.118 cm	0.319 cm	0.123 cm
3357	0.118 cm	0.317 cm	0.122 cm
3358	0.117 cm	0.321 cm	0.124 cm
3359	0.116 cm	0.32 cm	0.125 cm
3360	0.116 cm	0.318 cm	0.124 cm
3361	0.115 cm	0.322 cm	0.126 cm
3362	0.114 cm	0.321 cm	0.127 cm
3363	0.115 cm	0.319 cm	0.126 cm
3364	0.114 cm	0.323 cm	0.128 cm
3365	0.113 cm	0.322 cm	0.129 cm
3366	0.113 cm	0.32 cm	0.128 cm
3367	0.112 cm	0.323 cm	0.13 cm
3368	0.11 cm	0.322 cm	0.131 cm
3369	0.111 cm	0.321 cm	0.129 cm
3370	0.11 cm	0.323 cm	0.132 cm
3371	0.108 cm	0.322 cm	0.132 cm
3372	0.109 cm	0.321 cm	0.131 cm
3373	0.107 cm	0.322 cm	0.133 cm
3374	0.106 cm	0.32 cm	0.133 cm
3375	0.107 cm	0.32 cm	0.132 cm
3376	0.105 cm	0.321 cm	0.134 cm
3377	0.104 cm	0.319 cm	0.134 cm
3378	0.105 cm	0.318 cm	0.133 cm
3379	0.103 cm	0.319 cm	0.135 cm
3380	0.102 cm	0.317 cm	0.136 cm
3381	0.103 cm	0.317 cm	0.135 cm
3382	0.101 cm	0.315 cm	0.136 cm
3383	0.102 cm	0.314 cm	0.135 cm
3384	0.1 cm	0.313 cm	0.136 cm
3385	0.101 cm	0.312 cm	0.135 cm
3386	0.099 cm	0.31 cm	0.136 cm
3387	0.101 cm	0.31 cm	0.134 cm
3388	0.098 cm	0.311 cm	0.137 cm
3389	0.097 cm	0.309 cm	0.137 cm
3390	0.098 cm	0.308 cm	0.136 cm
3391	0.096 cm	0.31 cm	0.139 cm
3392	0.1 cm	0.308 cm	0.134 cm
3393	0.101 cm	0.307 cm	0.133 cm
3394	0.102 cm	0.309 cm	0.133 cm
3395	0.103 cm	0.307 cm	0.131 cm
3396	0.103 cm	0.309 cm	0.132 cm
3397	0.104 cm	0.307 cm	0.13 cm
3398	0.105 cm	0.309 cm	0.131 cm
3399	0.106 cm	0.306 cm	0.129 cm
3400	0.106 cm	0.308 cm	0.129 cm
3401	0.107 cm	0.306 cm	0.128 cm
3402	0.108 cm	0.308 cm	0.128 cm
3403	0.109 cm	0.307 cm	0.126 cm
3404	0.109 cm	0.309 cm	0.127 cm
3405	0.11 cm	0.307 cm	0.125 cm
3406	0.11 cm	0.309 cm	0.126 cm
3407	0.112 cm	0.307 cm	0.124 cm
3408	0.112 cm	0.309 cm	0.125 cm
3409	0.111 cm	0.305 cm	0.123 cm
3410	0.113 cm	0.306 cm	0.122 cm
3411	0.113 cm	0.308 cm	0.123 cm
3412	0.113 cm	0.304 cm	0.121 cm
3413	0.114 cm	0.305 cm	0.119 cm
3414	0.114 cm	0.307 cm	0.12 cm
3415	0.114 cm	0.303 cm	0.118 cm
3416	0.116 cm	0.304 cm	0.117 cm
3417	0.116 cm	0.305 cm	0.118 cm
3418	0.115 cm	0.302 cm	0.116 cm
3419	0.117 cm	0.302 cm	0.115 cm
3420	0.117 cm	0.304 cm	0.116 cm
3421	0.116 cm	0.3 cm	0.114 cm
3422	0.118 cm	0.301 cm	0.112 cm
3423	0.118 cm	0.303 cm	0.113 cm
3424	0.118 cm	0.299 cm	0.111 cm
3425	0.119 cm	0.3 cm	0.11 cm
3426	0.119 cm	0.302 cm	0.111 cm
3427	0.118 cm	0.298 cm	0.109 cm
3428	0.12 cm	0.299 cm	0.107 cm
3429	0.12 cm	0.301 cm	0.108 cm
3430	0.119 cm	0.297 cm	0.106 cm
3431	0.12 cm	0.298 cm	0.105 cm
3432	0.121 cm	0.3 cm	0.106 cm
3433	0.12 cm	0.296 cm	0.103 cm
3434	0.121 cm	0.297 cm	0.102 cm
3435	0.122 cm	0.299 cm	0.103 cm
3436	0.12 cm	0.295 cm	0.101 cm
3437	0.122 cm	0.297 cm	0.099 cm
3438	0.122 cm	0.299 cm	0.1 cm
3439	0.121 cm	0.295 cm	0.098 cm
3440	0.122 cm	0.296 cm	0.096 cm
3441	0.123 cm	0.298 cm	0.098 cm
3442	0.121 cm	0.295 cm	0.095 cm
3443	0.123 cm	0.296 cm	0.094 cm
3444	0.123 cm	0.298 cm	0.095 cm
3445	0.122 cm	0.295 cm	0.092 cm
3446	0.123 cm	0.297 cm	0.091 cm
3447	0.124 cm	0.298 cm	0.092 cm
3448	0.121 cm	0.296 cm	0.09 cm
3449	0.122 cm	0.297 cm	0.088 cm
3450	0.124 cm	0.298 cm	0.09 cm
3451	0.121 cm	0.297 cm	0.087 cm
3452	0.122 cm	0.299 cm	0.086 cm
3453	0.123 cm	0.299 cm	0.087 cm
3454	0.12 cm	0.297 cm	0.086 cm
3455	0.121 cm	0.299 cm	0.085 cm
3456	0.118 cm	0.298 cm	0.085 cm
3457	0.119 cm	0.299 cm	0.084 cm
3458	0.122 cm	0.301 cm	0.084 cm
3459	0.123 cm	0.301 cm	0.085 cm
3460	0.12 cm	0.301 cm	0.084 cm
3461	0.121 cm	0.303 cm	0.083 cm
3462	0.123 cm	0.303 cm	0.084 cm
3463	0.124 cm	0.303 cm	0.085 cm
3464	0.124 cm	0.305 cm	0.085 cm
3465	0.125 cm	0.307 cm	0.087 cm
3466	0.126 cm	0.306 cm	0.089 cm
3467	0.126 cm	0.307 cm	0.09 cm
3468	0.126 cm	0.306 cm	0.091 cm
3469	0.126 cm	0.304 cm	0.09 cm
3470	0.126 cm	0.308 cm	0.092 cm
3471	0.126 cm	0.306 cm	0.094 cm
3472	0.126 cm	0.305 cm	0.093 cm
3473	0.126 cm	0.308 cm	0.095 cm
3474	0.126 cm	0.307 cm	0.096 cm
3475	0.126 cm	0.305 cm	0.095 cm
3476	0.126 cm	0.309 cm	0.098 cm
3477	0.125 cm	0.307 cm	0.099 cm
3478	0.125 cm	0.305 cm	0.098 cm
3479	0.125 cm	0.309 cm	0.1 cm
3480	0.125 cm	0.308 cm	0.102 cm
3481	0.125 cm	0.306 cm	0.1 cm
3482	0.125 cm	0.31 cm	0.103 cm
3483	0.124 cm	0.308 cm	0.104 cm
3484	0.124 cm	0.306 cm	0.103 cm
3485	0.124 cm	0.31 cm	0.106 cm
3486	0.124 cm	0.309 cm	0.107 cm
3487	0.124 cm	0.307 cm	0.106 cm
3488	0.124 cm	0.311 cm	0.108 cm
3489	0.123 cm	0.31 cm	0.11 cm
3490	0.123 cm	0.308 cm	0.108 cm
3491	0.123 cm	0.312 cm	0.111 cm
3492	0.122 cm	0.311 cm	0.112 cm
3493	0.122 cm	0.308 cm	0.111 cm
3494	0.122 cm	0.313 cm	0.113 cm
3495	0.121 cm	0.311 cm	0.115 cm
3496	0.121 cm	0.309 cm	0.113 cm
3497	0.121 cm	0.313 cm	0.116 cm
3498	0.12 cm	0.312 cm	0.117 cm
3499	0.12 cm	0.31 cm	0.116 cm
3500	0.12 cm	0.314 cm	0.118 cm
3501	0.119 cm	0.313 cm	0.12 cm
3502	0.119 cm	0.311 cm	0.118 cm
3503	0.118 cm	0.315 cm	0.121 cm
3504	0.117 cm	0.314 cm	0.122 cm
3505	0.117 cm	0.312 cm	0.121 cm
3506	0.117 cm	0.316 cm	0.123 cm
3507	0.116 cm	0.315 cm	0.124 cm
3508	0.116 cm	0.313 cm	0.123 cm
3509	0.115 cm	0.317 cm	0.125 cm
3510	0.114 cm	0.317 cm	0.125 cm
3511	0.114 cm	0.315 cm	0.124 cm
3512	0.114 cm	0.319 cm	0.127 cm
3513	0.112 cm	0.318 cm	0.127 cm
3514	0.113 cm	0.316 cm	0.126 cm
3515	0.112 cm	0.32 cm	0.128 cm
3516	0.111 cm	0.319 cm	0.129 cm
3517	0.111 cm	0.318 cm	0.128 cm
3518	0.11 cm	0.32 cm	0.13 cm
3519	0.109 cm	0.319 cm	0.13 cm
3520	0.108 cm	0.319 cm	0.131 cm
3521	0.107 cm	0.317 cm	0.131 cm
3522	0.108 cm	0.317 cm	0.13 cm
3523	0.106 cm	0.318 cm	0.132 cm
3524	0.105 cm	0.316 cm	0.132 cm
3525	0.107 cm	0.315 cm	0.131 cm
3526	0.104 cm	0.316 cm	0.133 cm
3527	0.103 cm	0.314 cm	0.133 cm
3528	0.105 cm	0.313 cm	0.132 cm
3529	0.103 cm	0.312 cm	0.133 cm
3530	0.104 cm	0.311 cm	0.132 cm
3531	0.105 cm	0.311 cm	0.131 cm
3532	0.106 cm	0.313 cm	0.131 cm
3533	0.107 cm	0.311 cm	0.13 cm
3534	0.107 cm	0.313 cm	0.13 cm
3535	0.108 cm	0.311 cm	0.129 cm
3536	0.108 cm	0.313 cm	0.129 cm
3537	0.109 cm	0.311 cm	0.127 cm
3538	0.109 cm	0.313 cm	0.128 cm
3539	0.111 cm	0.311 cm	0.126 cm
3540	0.111 cm	0.313 cm	0.127 cm
3541	0.112 cm	0.311 cm	0.125 cm
3542	0.112 cm	0.314 cm	0.126 cm
3543	0.113 cm	0.312 cm	0.124 cm
3544	0.113 cm	0.314 cm	0.125 cm
3545	0.113 cm	0.31 cm	0.123 cm
3546	0.115 cm	0.311 cm	0.122 cm
3547	0.114 cm	0.313 cm	0.123 cm
